gender,age,income,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
1,22,57887,1,9,9,9,9,9,9,9,7,2
1,22,57887,0,10,10,10,10,10,10,10,1,1
1,22,57887,0,6,10,7,7,7,7,8,4,2
1,22,57887,0,10,10,10,10,10,10,10,1,1
1,22,57887,1,10,10,10,10,10,10,10,10,1
1,22,57887,0,10,10,10,10,10,10,10,1,1
1,22,57887,1,9,9,8,7,8,7,8,6,2
1,22,57887,1,6,7,7,7,7,7,8,9,2
1,22,57887,0,6,9,8,7,6,6,7,7,2
1,22,57887,0,6,10,8,8,8,8,8,4,2
1,18,30768,1,9,7,7,6,4,5,8,2,2
1,18,30768,0,6,5,5,4,4,5,4,2,2
1,18,30768,0,4,6,6,5,4,5,4,1,2
1,18,30768,0,4,5,4,4,5,4,4,2,2
1,18,30768,0,6,5,5,4,4,6,4,2,2
1,18,30768,0,6,6,5,6,5,6,6,2,2
1,18,30768,0,6,4,5,6,7,7,5,2,2
1,18,30768,0,9,6,8,5,7,4,5,8,1
1,18,30768,0,5,4,5,4,5,4,3,1,2
1,18,30768,0,4,5,5,4,5,5,4,1,2
1,22,66699,1,6,7,7,4,4,5,6,6,2
1,22,66699,1,7,6,7,5,5,8,8,8,2
1,22,66699,1,5,6,8,7,7,7,7,2,1
1,22,66699,1,6,2,4,4,4,6,6,6,1
1,22,66699,1,5,4,3,2,5,4,7,7,2
1,22,66699,1,8,7,6,5,5,5,7,8,2
1,22,66699,1,9,8,4,5,3,2,7,7,2
1,22,66699,0,7,5,6,6,8,7,8,8,2
1,22,66699,1,2,7,9,6,7,7,7,7,2
1,22,66699,1,6,7,7,6,7,7,7,7,2
1,21,45360,1,9,8,9,9,8,7,8,8,2
1,21,45360,1,8,8,7,7,7,6,7,5,1
1,21,45360,0,5,8,8,6,7,5,5,7,1
1,21,45360,1,10,10,9,10,9,10,10,10,1
1,21,45360,1,10,10,10,10,10,10,10,9,1
1,21,45360,1,10,5,6,10,10,10,10,9,1
1,21,45360,1,8,8,6,6,6,7,7,8,2
1,21,45360,1,9,8,7,8,7,7,7,7,2
1,21,45360,0,4,6,6,5,4,2,3,5,2
1,21,45360,0,7,7,6,6,5,5,5,4,2
1,22,55080,1,7,8,7,6,6,6,6,7,2
1,22,55080,1,6,8,9,9,8,6,7,8,2
1,22,55080,0,6,7,7,6,7,7,6,6,2
1,22,55080,0,5,7,6,6,6,5,5,5,2
1,22,55080,0,7,6,8,9,7,7,7,3,1
1,22,55080,0,7,7,7,7,7,8,7,3,2
1,22,55080,1,6,9,8,9,7,7,7,7,2
1,22,55080,1,7,7,7,7,6,8,7,7,2
1,22,55080,0,4,8,7,6,6,5,5,7,2
1,22,55080,0,7,7,6,8,8,6,7,5,1
1,22,0,1,10,7,9,10,8,10,10,10,1
1,22,0,0,5,5,5,5,5,5,5,8,2
1,22,0,0,5,7,7,2,5,2,3,0,2
1,22,0,1,7,3,7,10,7,8,7,10,1
1,22,0,1,7,7,7,7,5,5,7,8,2
1,22,0,1,7,7,8,8,10,6,7,10,2
1,22,0,1,9,8,8,6,7,3,8,7,2
1,22,0,1,8,5,7,8,5,6,7,10,2
1,22,0,0,5,8,7,0,5,0,4,7,2
1,22,0,0,7,7,6,5,5,5,6,5,2
1,21,0,1,10,9,8,9,9,7,9,8,2
1,21,0,1,7,9,9,8,8,8,7,8,2
1,21,0,1,7,9,9,8,8,7,7,8,2
1,21,0,1,9,7,6,10,8,7,8,9,2
1,21,0,1,7,7,7,7,8,6,6,7,2
1,21,0,1,8,8,9,9,7,7,8,8,2
1,21,0,1,9,8,9,7,8,8,8,7,2
1,21,0,1,8,8,10,10,8,7,8,8,2
1,21,0,0,6,9,7,7,8,7,5,8,2
1,21,0,1,8,9,9,8,8,8,8,7,2
1,0,0,1,9,8,9,10,8,8,8,8,2
1,0,0,0,7,8,8,7,7,7,7,7,2
1,0,0,0,6,9,8,7,0,0,7,7,2
1,0,0,1,8,8,8,7,6,10,7,7,2
1,0,0,1,7,0,8,8,8,8,7,8,2
1,0,0,1,8,9,10,9,5,9,8,8,2
1,0,0,1,10,10,10,10,9,0,10,8,2
1,0,0,1,9,8,8,10,9,8,8,8,2
1,0,0,1,7,8,10,6,5,6,7,7,2
1,0,0,1,7,8,9,10,7,0,7,7,2
1,20,0,0,5,5,5,2,1,2,5,2,2
1,20,0,0,3,3,5,6,1,1,5,2,2
1,20,0,0,1,1,6,2,5,1,3,2,2
1,20,0,0,6,5,5,4,3,2,6,2,2
1,20,0,0,3,7,2,1,1,1,2,0,2
1,20,0,0,6,6,6,3,8,2,6,2,2
1,20,0,1,7,6,6,6,6,6,8,3,2
1,20,0,1,9,6,8,6,6,6,9,5,2
1,20,0,0,2,1,3,1,1,1,2,3,2
1,20,0,0,1,5,5,4,3,1,3,0,2
1,19,17378,0,5,5,5,5,5,5,5,1,2
1,19,17378,0,5,5,5,5,5,5,5,1,2
1,19,17378,0,5,5,5,5,5,5,5,1,2
1,19,17378,0,0,0,0,0,0,0,0,0,0
1,19,17378,0,5,5,5,5,5,5,5,1,2
1,19,17378,0,0,0,0,0,0,0,0,0,0
1,19,17378,0,6,6,6,6,6,6,6,1,2
1,19,17378,0,6,6,7,6,6,2,5,1,2
1,19,17378,0,7,5,10,6,7,2,2,0,2
1,19,17378,0,6,6,7,6,5,2,3,1,2
0,27,40375,0,7,9,7,9,6,9,8,7,1
0,27,40375,0,8,8,8,8,8,8,8,5,2
0,27,40375,0,5,7,9,5,9,5,5,5,2
0,27,40375,1,8,9,9,9,9,8,9,7,1
0,27,40375,0,5,8,8,8,7,7,7,7,1
0,24,0,0,7,7,7,8,6,8,7,7,2
0,24,0,0,7,6,8,7,8,6,6,5,2
0,24,0,0,6,5,5,6,6,7,7,7,2
0,24,0,0,8,7,7,8,8,7,7,6,2
0,24,0,0,5,6,5,7,5,6,5,5,2
0,23,48929,1,8,9,7,9,10,8,9,6,2
0,23,48929,1,7,8,9,8,7,8,7,5,2
0,23,48929,0,7,7,8,5,8,5,6,6,2
0,23,48929,1,8,9,9,9,10,7,8,9,2
0,23,48929,0,6,5,6,5,6,4,5,2,2
0,26,0,0,8,5,0,0,0,5,6,6,2
0,26,0,1,8,8,8,0,0,2,7,6,2
0,26,0,1,7,8,0,8,4,6,6,0,2
0,26,0,1,8,8,8,8,0,0,8,7,2
0,26,0,1,7,0,0,8,8,0,6,5,2
0,0,0,0,8,8,8,8,8,8,8,1,2
0,0,0,1,10,10,10,10,10,10,10,0,1
0,0,0,0,3,8,8,5,8,1,5,1,2
0,0,0,0,8,8,8,8,8,8,8,1,1
0,0,0,0,6,8,8,8,8,8,8,1,1
1,26,78193,1,8,8,9,8,9,7,7,6,1
1,26,78193,0,6,10,10,6,7,5,7,6,2
1,26,78193,1,9,9,9,8,8,7,9,6,2
1,26,78193,1,7,8,8,7,7,6,7,6,2
1,26,78193,1,6,8,9,7,9,6,8,6,2
1,32,63351,1,8,7,4,6,6,4,8,6,2
1,32,63351,0,3,8,8,9,8,1,1,1,2
1,32,63351,0,3,8,8,2,7,1,1,8,2
1,32,63351,0,4,6,6,1,7,1,1,8,2
1,32,63351,1,7,8,10,9,9,8,9,9,0
1,37,0,1,8,0,8,8,7,0,8,6,2
1,37,0,1,6,8,10,6,8,0,6,7,2
1,37,0,1,7,9,9,7,6,0,7,6,2
1,37,0,0,6,0,0,6,5,0,6,7,2
1,37,0,1,8,8,0,8,8,0,8,8,2
1,29,0,1,7,7,7,7,7,7,7,7,1
1,29,0,0,5,9,8,6,8,6,6,6,2
1,29,0,0,6.5,8,7.5,7,7,0,6.5,7,2
1,29,0,1,6.5,8,8,7,7,7,7,7,2
1,29,0,0,5,5,6,8,6,8,6.5,7,1
1,28,0,1,8,7,7,7,7,8,7,7,1
1,28,0,1,6,10,9,9,6,5,8,8,2
1,28,0,1,7,8,8,7,6,5,7,7,2
1,28,0,1,8,9,8,8,6,5,8,8,2
1,28,0,0,3,7,8,4,8,4,4,7,2
0,24,50745,0,4,5,6,4,6,4,4,9,0
0,24,50745,1,5,10,9,8,7,5,9,9,0
0,24,50745,1,8,8,8,8,10,6,8,7,0
0,24,50745,1,10,10,9,8,8,7,9,8,0
0,24,50745,1,8,10,9,8,8,5,8,6,1
0,24,50745,1,6,8,8,8,8,7,8,10,1
0,24,50745,1,8,9,10,8,5,6,7,6,0
0,24,50745,0,6,8,7,6,5,7,7,2,0
0,24,50745,0,8,6,6,8,9,5,5,5,0
0,24,50745,1,8,8,8,8,8,8,8,8,0
0,24,50745,1,6,9,9,10,9,10,10,10,0
0,24,50745,1,10,10,10,10,10,10,10,9,0
0,24,50745,0,4,7,7,9,8,7,9,10,0
0,24,50745,1,4,10,9,5,6,2,7,10,0
0,24,50745,1,8,7,8,8,8,8,8,8,0
0,24,50745,1,6,4,8,9,9,9,8,7,0
0,33,0,0,5,6,8,6,7,0,5,5,0
0,33,0,0,4,6,8,5,0,5,5,5,0
0,33,0,0,5,5,7,8,7,4,5,5,0
0,33,0,1,5,6,8,9,8,6,8,5,0
0,33,0,0,6,7,9,8,9,0,7,4,0
0,33,0,1,9,8,9,8,9,8,8,6,1
0,33,0,1,8,7,9,8,8,0,8,5,0
0,33,0,1,10,9,9,10,6,0,9,6,0
0,33,0,1,9,8,9,8,8,0,8,5,0
0,33,0,0,5,6,7,6,4,0,5,5,0
0,33,0,1,7,8,9,9,9,0,7,5,0
0,33,0,1,8,9,9,8,8,8,8,5,0
0,33,0,0,5,5,9,6,7,8,4,5,0
0,33,0,1,8,9,9,7,8,8,9,8,0
0,33,0,1,8,8,9,8,8,0,9,8,0
0,33,0,0,7,5,8,9,8,0,7,5,0
0,23,29279,0,4,6,7,4,7,4,4,7,0
0,23,29279,0,4,7,8,5,7,4,4,8,0
0,23,29279,0,7,8,8,8,8,7,7,7,0
0,23,29279,1,8,8,8,10,7,9,9,5,1
0,23,29279,1,7,7,8,8,7,7,9,5,1
0,23,29279,0,6,7,7,8,7,7,7,8,0
0,23,29279,0,8,8,7,7,6,7,8,0,0
0,23,29279,0,7,6,6,5,6,5,6,8,0
0,23,29279,0,7,8,8,7,7,6,7,8,0
0,23,29279,0,6,7,8,7,7,7,6,6,0
0,23,29279,0,5,5,6,6,5,5,5,8,1
0,23,29279,1,7,7,8,8,6,7,7,6,1
0,23,29279,0,5,7,8,6,7,5,5,7,1
0,23,29279,0,5,7,8,7,7,6,6,8,0
0,23,29279,0,5,8,7,7,8,7,7,9,0
0,23,29279,0,6,7,8,6,7,6,6,8,0
0,24,38774,0,7,10,10,7,9,8,8,5,0
0,24,38774,0,7,10,10,10,10,8,8,5,0
0,24,38774,0,8,10,7,10,7,5,7,5,0
0,24,38774,1,10,9,9,9,8,7,9,1,1
0,24,38774,0,9,9,9,8,9,8,8,1,1
0,24,38774,1,9,9,8,7,9,7,9,5,0
0,24,38774,1,9,10,10,9,8,9,9,5,0
0,24,38774,0,8,8,7,7,5,4,2,5,0
0,24,38774,0,7,7,7,7,7,4,3,1,0
0,24,38774,0,10,9,9,8,7,4,8,1,0
0,24,38774,0,6,9,8,8,7,10,8,1,0
0,24,38774,0,9,7,9,7,7,5,7,1,1
0,24,38774,0,8,10,9,7,7,10,9,5,0
0,24,38774,0,9,9,9,7,8,5,8,5,0
0,24,38774,1,9,9,9,7,8,7,9,5,0
0,24,38774,1,8,10,10,10,10,10,10,6,0
0,36,58802,0,4,6,8,0,0,0,4,3,0
0,36,58802,0,5,7,10,8,0,0,7,5,0
0,36,58802,0,8,10,7,8,8,0,7,8,0
0,36,58802,0,6,8,8,0,0,0,6,3,0
0,36,58802,0,5,5,10,0,8,0,5,2,0
0,36,58802,0,6,8,8,8,0,0,6,3,0
0,36,58802,1,10,9,10,10,8,8,10,10,1
0,36,58802,0,8,8,7,0,0,7,6,3,0
0,36,58802,0,5,8,6,6,0,0,6,5,0
0,36,58802,0,5,7,8,7,0,0,6,3,0
0,36,58802,0,6,8,10,0,0,0,6,3,0
0,36,58802,0,8,8,8,8,0,0,7,4,0
0,36,58802,0,6,8,8,0,0,0,6,3,0
0,36,58802,0,8,8,8,7,0,0,7,6,0
0,36,58802,0,8,8,8,7,0,0,6,4,0
0,36,58802,0,6,8,8,8,0,0,5,3,0
0,26,41831,0,5,5,8,5,5,5,5,4,0
0,26,41831,0,5,6,8,5,5,4,5,4,0
0,26,41831,1,8,6,7,8,9,7,8,10,1
0,26,41831,1,7,6,7,6,6,5,6,6,0
0,26,41831,0,5,6,6,6,5,4,5,5,0
0,26,41831,1,7,8,8,7,7,8,8,6,0
0,26,41831,0,6,8,8,6,6,5,5,5,0
0,26,41831,1,7,7,7,5,6,5,6,6,0
0,26,41831,1,8,8,8,6,8,7,7,9,1
0,26,41831,0,6,6,6,6,6,5,6,5,0
0,26,41831,0,4,8,8,4,4,3,4,6,0
0,26,41831,1,8,7,8,7,7,5,7,6,0
0,26,41831,0,4,7,8,4,6,4,5,5,0
0,26,41831,0,4,7,9,4,6,3,5,5,0
0,26,41831,1,8,10,10,10,8,8,10,10,1
0,26,41831,0,6,8,8,8,4,5,6,6,0
0,27,0,0,4,8,8,2,6,1,1,1,0
0,27,0,0,3,8,8,2,7,1,2,1,0
0,27,0,0,7,5,7,8,8,6,5,1,1
0,27,0,0,5,8,8,5,5,1,4,1,0
0,27,0,0,6,8,8,4,9,7,8,5,0
0,27,0,1,7,9,9,8,8,7,8,5,0
0,27,0,0,4,6,7,6,7,2,4,2,0
0,27,0,0,6,7,6,1,5,2,1,1,0
0,27,0,0,7,8,7,5,5,2,7,2,1
0,27,0,0,3,8,8,5,8,2,6,1,0
0,27,0,0,2,8,8,4,2,2,5,1,0
0,27,0,1,8,8,8,5,5,2,6,3,0
0,27,0,0,3,8,8,4,8,1,4,1,0
0,27,0,0,4,8,8,7,8,5,9,3,0
0,27,0,0,7,8,8,10,10,7,9,5,1
0,27,0,0,7,9,9,5,8,2,7,2,0
0,28,52186,0,6,7,7,4,7,0,5,6,0
0,28,52186,0,4,7,8,4,6,7,4,8,0
0,28,52186,1,9,7,8,8,8,6,8,6,0
0,28,52186,0,8,6,8,8,6,8,7,3,0
0,28,52186,0,4,8,7,4,8,0,6,8,0
0,28,52186,0,5,6,6,4,4,4,5,7,0
0,28,52186,0,3,7,8,3,3,3,3,8,0
0,28,52186,0,8,7,6,4,4,0,0,0,0
0,28,52186,1,8,5,6,3,7,8,7,7,0
0,28,52186,0,4,6,7,7,5,8,5,7,0
0,28,52186,0,4,7,8,4,7,0,4,7,0
0,28,52186,1,8,7,8,7,7,8,7,7,0
0,28,52186,0,4,8,7,4,8,0,4,8,0
0,28,52186,1,6,8,8,6,7,0,7,6,0
0,28,52186,1,7,7,7,6,6,6,7,0,0
0,28,52186,1,5,8,8,7,4,0,6,5,0
0,31,55080,0,5,5,8,6,9,0,5,4,0
0,31,55080,0,5,8,10,8,8,0,7,0,0
0,31,55080,0,9,7,7,7,7,2,7,1,0
0,31,55080,0,8,5,8,8,8,7,7,2,0
0,31,55080,0,6,6,7,6,6,5,7,4,0
0,31,55080,0,7,7,8,8,6,0,7,4,0
0,31,55080,0,8,7,6,7,6,7,7,5,0
0,31,55080,1,9,8,8,7,8,0,7,4,0
0,31,55080,0,6,5,6,5,8,0,5,4,0
0,31,55080,1,7,7,8,8,8,8,7,5,0
0,31,55080,0,7,8,8,8,8,0,8,6,0
0,31,55080,1,9,9,9,9,9,7,9,5,0
0,31,55080,0,5,6,9,6,9,3,8,5,0
0,31,55080,0,6,7,9,6,9,0,7,4,0
0,31,55080,0,6,7,8,7,8,0,7,4,0
0,31,55080,0,6,8,8,8,8,0,8,5,0
0,28,0,0,4,5,5,1,3,1,2,3,0
0,28,0,0,3,7,7,4,6,5,6,4,0
0,28,0,0,8,6,8,7,7,6,6,7,0
0,28,0,0,9,7,8,8,7,7,9,8,0
0,28,0,1,9,8,7,7,6,9,8,8,0
0,28,0,0,7,5,7,8,7,7,7.5,6,0
0,28,0,0,6,8,8,5,7,8,7,7,0
0,28,0,0,8,5,5,4,6,5,4,4,0
0,28,0,0,6,4,6,6,5,6,5,6,0
0,28,0,0,6,3,6,5,4,7,3,3,0
0,28,0,0,6,3,7,4,5,4,4,5,0
0,28,0,0,7,8,7,7,7,0,7,7,0
0,28,0,0,3,8,8,3,7,2,4,6,0
0,28,0,0,5,7,6,5,7,0,5,6,0
0,28,0,0,7,8,7,6,7,8,7,7,0
0,28,0,1,8,7,8,9,6,10,9,9,0
0,27,0,0,6,7,7,6,8,6,6,6,0
0,27,0,0,4,6,5,4,0,0,5,6,0
0,27,0,0,6,8,7,7,7,4,6,5,0
0,27,0,1,8,8,8,8,9,9,8,7,0
0,27,0,0,5,6,8,7,0,8,7,5,0
0,27,0,0,7,8,7,7,6,8,0,0,0
0,27,0,1,6,8,8,7,0,9,7,7,0
0,27,0,1,8,8,7,8,8,9,9,6,0
0,27,0,0,5,5,6,5,0,7,5,4,0
0,27,0,1,7,9,8,8,8,7,0,8,0
0,27,0,0,4,7,7,6,7,5,6,7,0
0,27,0,1,8,9,9,8,8,6,8,7,0
0,27,0,0,4,6,7,6,8,0,6,5,0
0,27,0,0,6,7,8,8,0,8,7,5,0
0,27,0,0,6,8,7,8,9,0,7,8,0
0,27,0,0,5,8,8,6,7,7,7,7,0
0,28,0,0,6,6,8,6,0,0,5,5,0
0,28,0,1,5,5,6,8,0,5,5,5,0
0,28,0,0,5,6,6,6,6,0,5,5,0
0,28,0,1,7,7,7,7,0,6,5,5,0
0,28,0,1,5,5,7,6,7,6,5,5,0
0,28,0,1,8,8,8,8,6,7,8,7,0
0,28,0,1,6,6,7,7,0,6,7,6,0
0,28,0,0,5,5,5,5,0,6,5,5,0
0,28,0,0,4,4,5,4,0,0,4,4,0
0,28,0,1,5,6,7,7,0,5,5,5,0
0,28,0,1,5,6,6,6,0,0,6,7,0
0,28,0,1,7,7,7,7,0,6,7,6,0
0,28,0,0,5,5,7,5,0,4,4,4,0
0,28,0,1,6,6,7,7,7,0,5,5,0
0,28,0,1,6,5,6,6,7,0,6,5,0
0,28,0,0,5,5,6,6,0,0,5,5,0
0,27,97857,0,5,8,10,5,8,7,5,5,0
0,27,97857,0,6,8,9,8,9,5,7,5,0
0,27,97857,0,9,9,9,9,9,9,8,5,1
0,27,97857,1,10,8,9,9,8,6,8,5,0
0,27,97857,0,5,8,8,7,7,2,5,3,0
0,27,97857,1,9,9,8,9,8,6,8,3,0
0,27,97857,0,7,9,9,9,7,5,7,5,0
0,27,97857,0,7,9,7,5,5,4,5,3,0
0,27,97857,1,9,9,9,9,9,7,8,5,1
0,27,97857,0,8,8,8,8,8,8,8,3,0
0,27,97857,0,5,9,7,5,7,5,5,5,0
0,27,97857,1,9,9,9,9,8,9,8,6,0
0,27,97857,0,6,10,10,5,9,6,6,5,0
0,27,97857,1,8,9,9,8,8,8,8,5,0
0,27,97857,1,9,10,10,10,10,8,8,3,1
0,27,97857,1,9,9,10,9,9,7,8,5,0
0,27,74624,0,2,6,7,2,7,2,2,5,0
0,27,74624,0,1,4,6,3,6,2,1,3,0
0,27,74624,0,7,7,6,7,6,6,6,5,0
0,27,74624,1,8,7,7,8,7,5,7,5,0
0,27,74624,0,2,4,6,4,6,3,3,3,0
0,27,74624,0,6,7,6,6,5,7,6,6,0
0,27,74624,0,6,8,7,7,8,8,8,8,0
0,27,74624,0,7,6,5,6,4,5,5,5,0
0,27,74624,0,8,7,7,6,6,5,5,5,0
0,27,74624,0,5,5,6,6,6,3,4,4,0
0,27,74624,0,3,6,4,6,6,3,4,4,0
0,27,74624,1,8,8,8,7,8,6,8,5,0
0,27,74624,0,2,8,8,3,8,6,8,5,0
0,27,74624,0,4,7,7,4,8,5,5,7,0
0,27,74624,0,5,8,8,6,7,7,6,6,0
0,27,74624,0,3,8,8,4,8,6,5,7,0
0,30,21590,0,4,7,10,3,10,3,3,3,0
0,30,21590,0,3,10,10,6,10,3,3,3,0
0,30,21590,1,7,10,10,9,10,10,8,10,1
0,30,21590,1,8,9,10,7,9,5,8,7,0
0,30,21590,0,7,6,10,3,8,10,4,1,0
0,30,21590,1,6,9,10,7,10,8,7,6,0
0,30,21590,0,7,9,10,6,10,6,6,6,0
0,30,21590,0,8,5,10,7,8,6,5,5,0
0,30,21590,0,7,6,10,9,10,6,7,6,0
0,30,21590,0,6,9,10,6,9,4,6,5,0
0,30,21590,0,6,9,10,9,10,5,7,7,0
0,30,21590,1,7,9,10,8,9,10,9,9,0
0,30,21590,0,4,8,10,3,10,8,3,2,0
0,30,21590,0,5,8,10,2,9,2,2,2,0
0,30,21590,1,5,9,10,8,10,7,8,8,0
0,30,21590,1,6,9,10,9,9,7,8,7,0
0,28,38832,0,2,3,3,2,3,1,1,3,0
0,28,38832,0,2,6,6,6,5,4,3,5,0
0,28,38832,0,7,6,7,10,9,8,7,8,1
0,28,38832,1,7,7,6,7,6,7,6,6,0
0,28,38832,0,3,5,7,2,5,2,1,4,0
0,28,38832,0,5,7,6,5,5,4,3,5,0
0,28,38832,0,5,6,6,7,7,6,6,6,0
0,28,38832,0,6,7,7,4,5,4,4,5,0
0,28,38832,0,6,7,7,7,7,6,7,7,0
0,28,38832,0,4,5,5,6,3,4,3,5,0
0,28,38832,0,2,8,8,7,6,7,2,6,0
0,28,38832,1,8,7,7,8,7,8,7,6,0
0,28,38832,0,3,6,7,4,5,3,3,4,0
0,28,38832,0,5,7,7,6,7,5,6,6,0
0,28,38832,0,7,7,7,8,7,7,6,7,0
0,28,38832,0,5,6,5,6,5,6,3,7,0
1,23,37248,1,10,8,8,7,7,5,9,5,0
1,23,37248,1,6,8,9,6,8,7,7,5,0
1,23,37248,1,9,9,9,7,7,8,9,7,0
1,23,37248,1,9,8,9,7,7,8,9,6,0
1,23,37248,1,8,9,8,7,7,8,9,5,0
1,23,37248,1,9,7,7,9,8,6,8,4,0
1,23,37248,1,9,8,8,7,7,7,8,5,0
1,23,37248,1,9,9,9,8,7,6,8,5,0
1,23,37248,1,10,8,9,7,7,7,9,5,0
1,23,37248,1,10,8,8,9,7,6,9,4,0
1,23,37248,1,9,9,8,7,7,6,8,4,0
1,23,37248,1,7,9,8,6,7,6,7,5,0
1,23,37248,1,9,9,7,8,7,6,8,4,0
1,23,37248,1,10,9,9,8,7,7,9,6,0
1,23,37248,1,9,8,8,8,7,6,8,5,0
1,23,37248,1,9,8,8,7,6,5,7,4,0
1,28,0,1,7,7,7,6,0,4,7,5,0
1,28,0,0,5,7,7,5,4,4,5,5,0
1,28,0,1,8,8,8,8,7,9,9,7,0
1,28,0,1,8,8,8,7,7,9,8,6,0
1,28,0,0,6,8,8,5,6,0,5,3,0
1,28,0,0,6,6,6,6,6,3,5,4,0
1,28,0,0,7,6,6,5,5,0,6,4,0
1,28,0,1,8,9,7,7,7,6,7,6,0
1,28,0,1,8,9,9,8,8,5,8,7,0
1,28,0,1,8,8,7,7,7,0,7,4,0
1,28,0,0,7,7,7,5,0,3,5,5,0
1,28,0,1,7,7,7,6,6,5,7,8,0
1,28,0,1,7,8,7,7,8,6,7,6,0
1,28,0,1,7,9,8,7,5,0,7,4,0
1,28,0,0,6,7,7,5,5,0,5,3,0
1,28,0,0,6,10,6,6,0,0,5,1,0
1,29,28240,0,6,9,8,7,9,0,6,7,0
1,29,28240,0,4,9,7,5,8,3,4,5,0
1,29,28240,0,6,8,9,9,9,7,7,6,0
1,29,28240,0,4,8,9,4,10,3,5,5,0
1,29,28240,0,5,8,0,6,7,0,4,4,0
1,29,28240,1,8,10,9,8,8,7,6,8,1
1,29,28240,1,7,8,8,8,8,7,7,7,0
1,29,28240,1,6,9,9,6,8,0,5,5,0
1,29,28240,1,7,10,9,8,8,3,7,7,0
1,29,28240,1,8,8,0,8,7,8,8,7,0
1,29,28240,0,7,9,10,6,9,3,5,5,0
1,29,28240,0,7,9,8,6,7,2,4,4,0
1,29,28240,1,8,8,8,7,8,7,7,5,0
1,29,28240,0,7,8,8,8,0,0,6,7,0
1,29,28240,1,8,10,8,9,9,10,8,9,1
1,29,28240,1,10,8,8,9,9,8,8,7,1
1,22,53771,0,8,7,8,7,6,4,7,6,0
1,22,53771,0,5,10,8,5,10,6,4,5,0
1,22,53771,0,6,8,10,9,3,1,5,3,1
1,22,53771,0,6,8,10,7,5,3,4,2,1
1,22,53771,0,5,6,7,4,5,5,4,3,0
1,22,53771,0,7,8,9,10,6,6,4,3,0
1,22,53771,0,6,6,8,5,7,5,5,4,0
1,22,53771,0,7,6,7,5,8,7,7,5,0
1,22,53771,0,8,8,10,8,6,5,6,3,0
1,22,53771,1,10,8,8,9,8,5,8,4,0
1,22,53771,0,7,10,9,6,5,2,6,5,0
1,22,53771,0,7,9,6,6,5,3,5,3,0
1,22,53771,1,9,9,8,9,7,6,8,8,0
1,22,53771,1,7,8,8,10,7,6,7,6,0
1,22,53771,0,7,9,10,8,8,4,5,3,0
1,22,53771,0,8,8,8,9,7,6,6,5,0
1,27,0,0,6,7,7,6,6,5,5,5,1
1,27,0,0,3,6,6,2,7,2,3,4,0
1,27,0,1,8,7,7,7,7,5,8,10,1
1,27,0,0,5,6,7,7,6,5,6,3,1
1,27,0,0,4,6,8,3,6,3,4,3,0
1,27,0,1,5,7,7,8,7,5,5,4,0
1,27,0,1,6,6,7,7,6,7,6,5,0
1,27,0,1,8,6,6,7,7,5,6,4,0
1,27,0,0,6,9,8,5,6,3,5,5,0
1,27,0,1,8,7,7,7,6,9,9,6,0
1,27,0,0,6,7,7,5,6,4,4,4,0
1,27,0,0,5,7,6,3,7,3,4,3,0
1,27,0,0,7,6,7,6,7,3,4,2,0
1,27,0,0,6,5,3,4,7,3,4,3,0
1,27,0,1,5,7,7,5,9,6,6,4,0
1,27,0,0,5,5,6,6,7,3,5,3,0
1,26,56096,0,7,7,7,5,6,5,6,2,0
1,26,56096,0,5,8,7,6,6,4,5,2,1
1,26,56096,0,8,8,8,6,6,5,6,4,0
1,26,56096,0,6,7,6,8,5,3,5,3,0
1,26,56096,0,5,8,7,6,7,7,6,3,0
1,26,56096,0,7,9,7,8,7,8,6,6,0
1,26,56096,0,8,8,8,7,6,5,7,4,0
1,26,56096,1,8,8,8,7,7,6,8,3,0
1,26,56096,1,9,9,9,8,8,5,8,5,0
1,26,56096,1,8,9,8,7,6,5,8,3,0
1,26,56096,0,6,8,8,6,7,5,5,3,0
1,26,56096,1,8,10,8,8,8,6,8,5,0
1,26,56096,1,8,10,8,8,7,5,7,5,0
1,26,56096,0,8,6,6,6,6,7,7,4,0
1,26,56096,1,8,9,9,8,8,8,8,6,0
1,26,56096,0,7,6,6,6,7,4,5,3,0
1,27,31560,0,8,7,9,7,0,0,6,3,0
1,27,31560,0,4,9,9,5,0,0,6,2,0
1,27,31560,0,7,7,9,7,6,5,7,4,0
1,27,31560,0,4,8,9,8,0,7,7,5,0
1,27,31560,1,9,10,10,8,8,8,10,10,1
1,27,31560,0,9,6,6,8,6,5,6,3,0
1,27,31560,0,7,7,7,0,0,0,6,3,0
1,27,31560,0,6,6,6,6,0,0,5,1,0
1,27,31560,1,9,10,9,9,0,9,9,7,0
1,27,31560,1,9,9,7,9,0,0,7,5,0
1,27,31560,1,8,9,9,0,0,0,7,5,0
1,27,31560,0,7,8,8,6,0,6,7,4,0
1,27,31560,0,8,7,7,0,0,0,6,2,0
1,27,31560,0,5,10,8,0,7,5,7,5,0
1,27,31560,0,8,8,10,7,9,5,7,5,0
1,27,31560,1,8,7,8,9,0,0,8,5,0
1,30,52467,0,8,8,9,7,8,6,6,3,0
1,30,52467,0,6,9,9,6,8,4,6,5,0
1,30,52467,0,7,8,10,8,7,6,7,5,0
1,30,52467,0,6,8,9,6,8,5,6,4,0
1,30,52467,1,8,7,9,7,7,7,7,5,0
